_unit_id,_golden,_trusted_judgments,_last_judgment_at,opinion_toward_the_above_topic,opinion_toward_the_above_topic:confidence,opinion_toward_the_above_topic_gold,post_id,thread_id,time,topic,user_id
90477874,FALSE,3,7/27/2011 8:04,Against,0.7059,,25,672198221_8650031532001,Mon 12 October 2009 06:13 PM,illegal_immigrants_and_immigration,RRR52
90477875,FALSE,3,7/27/2011 7:11,Not Sure,0.7151,,26,672198221_8650031532001,Mon 12 October 2009 06:14 PM,illegal_immigrants_and_immigration,14713742
90477876,FALSE,3,7/27/2011 4:51,Not Sure,1,,27,672198221_8650031532001,Mon 12 October 2009 06:17 PM,illegal_immigrants_and_immigration,KoRnAdvocate
90477877,FALSE,3,7/27/2011 5:25,Against,1,,28,672198221_8650031532001,Mon 12 October 2009 06:19 PM,illegal_immigrants_and_immigration,KoRnAdvocate
90477878,FALSE,3,7/27/2011 5:39,Against,0.6992,,29,672198221_8650031532001,Mon 12 October 2009 06:20 PM,illegal_immigrants_and_immigration,1WW
90477879,FALSE,3,7/27/2011 4:37,Against,1,,30,672198221_8650031532001,Mon 12 October 2009 06:23 PM,illegal_immigrants_and_immigration,I_M_Qwerty
90477880,FALSE,3,7/27/2011 6:41,Against,1,,31,672198221_8650031532001,Mon 12 October 2009 06:24 PM,illegal_immigrants_and_immigration,JimCrackCorn
90477881,FALSE,3,7/27/2011 3:50,Against,0.6834,,32,672198221_8650031532001,Mon 12 October 2009 06:28 PM,illegal_immigrants_and_immigration,I_M_Qwerty
90477882,FALSE,3,7/27/2011 4:02,Against,0.6486,,33,672198221_8650031532001,Mon 12 October 2009 06:32 PM,illegal_immigrants_and_immigration,1WW
90477883,FALSE,3,7/27/2011 7:37,Against,1,,34,672198221_8650031532001,Mon 12 October 2009 06:41 PM,illegal_immigrants_and_immigration,I_M_Qwerty
90477884,FALSE,3,7/27/2011 8:47,Against,0.6609,,35,672198221_8650031532001,Mon 12 October 2009 06:51 PM,illegal_immigrants_and_immigration,14713742
90477885,FALSE,3,7/27/2011 7:40,Against,1,,36,672198221_8650031532001,Mon 12 October 2009 06:54 PM,illegal_immigrants_and_immigration,1WW
90477886,FALSE,3,7/27/2011 2:41,Against,0.6711,,37,672198221_8650031532001,Mon 12 October 2009 07:05 PM,illegal_immigrants_and_immigration,I_M_Qwerty
90477887,FALSE,3,7/27/2011 6:38,Against,0.723,,38,672198221_8650031532001,Mon 12 October 2009 07:14 PM,illegal_immigrants_and_immigration,patriot101
90477888,FALSE,4,7/27/2011 7:49,Against,0.7562,,39,672198221_8650031532001,Mon 12 October 2009 07:15 PM,illegal_immigrants_and_immigration,1WW
90477889,FALSE,3,7/27/2011 6:52,Against,0.6981,,40,672198221_8650031532001,Mon 12 October 2009 07:23 PM,illegal_immigrants_and_immigration,I_M_Qwerty
90477890,FALSE,4,7/27/2011 9:00,Against,0.7196,,41,672198221_8650031532001,Mon 12 October 2009 07:50 PM,illegal_immigrants_and_immigration,1WW
90477891,FALSE,3,7/27/2011 4:34,Against,0.3646,,42,672198221_8650031532001,Mon 12 October 2009 10:04 PM,illegal_immigrants_and_immigration,LineDoggie
90477892,FALSE,3,7/27/2011 5:54,Not Sure,0.6202,,43,672198221_8650031532001,Tue 13 October 2009 01:38 AM,illegal_immigrants_and_immigration,Elesso
90477893,FALSE,3,7/27/2011 6:44,For,0.6502,,44,672198221_8650031532001,Tue 13 October 2009 01:40 AM,illegal_immigrants_and_immigration,Elesso
90477894,FALSE,3,7/27/2011 7:36,Not Sure,1,,45,672198221_8650031532001,Tue 13 October 2009 02:45 AM,illegal_immigrants_and_immigration,14713742
90477895,FALSE,3,7/27/2011 1:50,Against,1,,46,672198221_8650031532001,Tue 13 October 2009 08:23 AM,illegal_immigrants_and_immigration,Anbar7
90477896,FALSE,3,7/27/2011 2:07,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90477897,FALSE,3,7/27/2011 6:49,Not Sure,1,,1,672198221_3670054132001,Wed 19 August 2009 10:46 AM,iraq_war,ss_287
90477898,FALSE,3,7/27/2011 3:50,Against,0.6613,,2,672198221_3670054132001,Wed 19 August 2009 11:06 AM,iraq_war,xerello
90477899,FALSE,3,7/27/2011 7:38,Not Sure,1,,3,672198221_3670054132001,Wed 19 August 2009 11:23 AM,iraq_war,ss_287
90477900,FALSE,3,7/26/2011 23:24,Against,1,,4,672198221_3670054132001,Wed 19 August 2009 11:40 AM,iraq_war,Dublin1916
90477901,FALSE,3,7/27/2011 5:57,Not Sure,0.6937,,5,672198221_3670054132001,Wed 19 August 2009 11:57 AM,iraq_war,usa_girl
90477902,FALSE,3,7/27/2011 7:02,Against,1,,6,672198221_3670054132001,Wed 19 August 2009 11:58 AM,iraq_war,john2x
90477903,FALSE,3,7/27/2011 6:25,For,0.3549,,7,672198221_3670054132001,Wed 19 August 2009 12:04 PM,iraq_war,Grachus
90477904,FALSE,3,7/27/2011 7:13,Against,0.6924,,8,672198221_3670054132001,Wed 19 August 2009 12:15 PM,iraq_war,john2x
90477905,FALSE,3,7/27/2011 6:36,Against,0.6682,,9,672198221_3670054132001,Wed 19 August 2009 12:17 PM,iraq_war,Thud357L
90477906,FALSE,3,7/27/2011 5:41,Against,1,,10,672198221_3670054132001,Wed 19 August 2009 12:18 PM,iraq_war,Dublin1916
90477907,FALSE,3,7/27/2011 7:20,For,1,,11,672198221_3670054132001,Wed 19 August 2009 12:27 PM,iraq_war,usa_girl
90477908,FALSE,3,7/27/2011 4:23,For,1,,12,672198221_3670054132001,Wed 19 August 2009 12:36 PM,iraq_war,Agent991
90477909,FALSE,3,7/27/2011 8:50,Against,0.6768,,13,672198221_3670054132001,Wed 19 August 2009 12:46 PM,iraq_war,Grachus
90477910,FALSE,3,7/27/2011 5:59,Not Sure,0.665,,14,672198221_3670054132001,Wed 19 August 2009 12:53 PM,iraq_war,usa_girl
90477911,FALSE,4,7/27/2011 4:37,For,0.7355,,15,672198221_3670054132001,Wed 19 August 2009 12:59 PM,iraq_war,Anbar7
90477912,FALSE,3,7/27/2011 6:30,For,1,,16,672198221_3670054132001,Wed 19 August 2009 01:11 PM,iraq_war,peter3_1
90477913,FALSE,3,7/27/2011 8:49,For,0.6796,,17,672198221_3670054132001,Wed 19 August 2009 01:16 PM,iraq_war,Grachus
90477914,FALSE,3,7/27/2011 8:47,Against,0.6265,,18,672198221_3670054132001,Wed 19 August 2009 01:18 PM,iraq_war,Grachus
90477915,FALSE,3,7/27/2011 8:49,Not Sure,0.6193,,19,672198221_3670054132001,Wed 19 August 2009 01:45 PM,iraq_war,6486143
90477916,FALSE,3,7/27/2011 8:58,For,1,,20,672198221_3670054132001,Wed 19 August 2009 01:46 PM,iraq_war,6486143
90477917,FALSE,3,7/27/2011 6:47,For,0.7026,,21,672198221_3670054132001,Wed 19 August 2009 01:52 PM,iraq_war,usa_girl
90477918,FALSE,3,7/27/2011 6:05,Against,1,,22,672198221_3670054132001,Wed 19 August 2009 02:06 PM,iraq_war,Duster6
90477919,FALSE,3,7/27/2011 7:25,Against,0.6406,,23,672198221_3670054132001,Wed 19 August 2009 02:15 PM,iraq_war,6486143
90477920,FALSE,4,7/27/2011 5:58,For,0.4965,,24,672198221_3670054132001,Wed 19 August 2009 02:56 PM,iraq_war,RakkGrunt187
90477921,FALSE,4,7/27/2011 5:49,Against,1,,25,672198221_3670054132001,Wed 19 August 2009 03:36 PM,iraq_war,john2x
90477922,FALSE,3,7/27/2011 8:05,For,0.3646,,26,672198221_3670054132001,Wed 19 August 2009 03:50 PM,iraq_war,john2x
90477923,FALSE,3,7/27/2011 7:36,Against,0.3698,,27,672198221_3670054132001,Wed 19 August 2009 06:55 PM,iraq_war,6486143
90477924,FALSE,3,7/27/2011 8:53,For,1,,28,672198221_3670054132001,Wed 19 August 2009 07:20 PM,iraq_war,usa_girl
90477925,FALSE,3,7/27/2011 8:50,Against,0.6719,,29,672198221_3670054132001,Wed 19 August 2009 10:29 PM,iraq_war,Thud357L
90477926,FALSE,3,7/27/2011 8:02,For,0.3643,,30,672198221_3670054132001,Wed 19 August 2009 10:34 PM,iraq_war,m551sheridan
90477927,FALSE,3,7/27/2011 7:25,Against,0.6521,,31,672198221_3670054132001,Wed 19 August 2009 10:44 PM,iraq_war,Thud357L
90477928,FALSE,3,7/27/2011 7:41,For,0.6741,,32,672198221_3670054132001,Thu 20 August 2009 07:38 AM,iraq_war,Anbar7
90477929,FALSE,3,7/27/2011 8:06,Against,1,,33,672198221_3670054132001,Thu 20 August 2009 08:09 AM,iraq_war,xerello
90477930,FALSE,3,7/27/2011 4:29,For,1,,34,672198221_3670054132001,Thu 20 August 2009 09:22 AM,iraq_war,Anbar7
90477931,FALSE,4,7/27/2011 7:41,Against,1,,35,672198221_3670054132001,Thu 20 August 2009 09:39 AM,iraq_war,john2x
90477932,FALSE,3,7/27/2011 8:57,Not Sure,0.6644,,36,672198221_3670054132001,Thu 20 August 2009 12:44 PM,iraq_war,Anbar7
90477933,FALSE,3,7/27/2011 7:55,Against,0.641,,37,672198221_3670054132001,Thu 20 August 2009 01:02 PM,iraq_war,6486143
90477934,FALSE,3,7/27/2011 7:26,Against,0.7321,,38,672198221_3670054132001,Thu 20 August 2009 02:04 PM,iraq_war,xerello
90477935,FALSE,3,7/27/2011 7:23,For,1,,39,672198221_3670054132001,Fri 21 August 2009 09:30 AM,iraq_war,Anbar7
90477936,FALSE,3,7/27/2011 5:05,Against,0.6765,,40,672198221_3670054132001,Sat 22 August 2009 11:14 AM,iraq_war,xerello
90477937,FALSE,3,7/27/2011 7:47,Not Sure,0.3844,,41,672198221_3670054132001,Sat 22 August 2009 11:20 AM,iraq_war,6486143
90477938,FALSE,3,7/27/2011 2:41,For,0.3489,,42,672198221_3670054132001,Sat 22 August 2009 11:32 AM,iraq_war,IHAWKER
90477939,FALSE,3,7/27/2011 7:56,Against,1,,43,672198221_3670054132001,Sun 23 August 2009 07:57 AM,iraq_war,xerello
90477940,FALSE,3,7/27/2011 5:46,Against,0.6836,,44,672198221_3670054132001,Sun 23 August 2009 08:06 PM,iraq_war,john2x
90477941,FALSE,3,7/27/2011 7:22,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90477942,FALSE,3,7/27/2011 8:07,For,1,,1,409192893_3480004751001,Mon 26 November 2007 08:09 AM,iraq_war,4403771
90477943,FALSE,3,7/27/2011 8:45,For,0.6188,,2,409192893_3480004751001,Mon 26 November 2007 08:39 AM,iraq_war,Lynb30
90477944,FALSE,3,7/27/2011 6:05,Against,0.6989,,3,409192893_3480004751001,Mon 26 November 2007 09:17 AM,iraq_war,4403771
90477945,FALSE,3,7/27/2011 7:46,For,1,,4,409192893_3480004751001,Mon 26 November 2007 10:12 AM,iraq_war,THANKUVETS
90477946,FALSE,3,7/27/2011 6:41,For,0.646,,5,409192893_3480004751001,Mon 26 November 2007 12:45 PM,iraq_war,Lynb30
90477947,FALSE,3,7/27/2011 8:45,For,0.6537,,6,409192893_3480004751001,Mon 26 November 2007 05:31 PM,iraq_war,JBL266
90477948,FALSE,4,7/27/2011 9:01,Against,0.5156,,7,409192893_3480004751001,Mon 26 November 2007 05:39 PM,iraq_war,foxred03
90477949,FALSE,4,7/27/2011 6:57,Not Sure,0.4481,,8,409192893_3480004751001,Mon 26 November 2007 05:53 PM,iraq_war,joshuacarnes
90477950,FALSE,3,7/27/2011 6:52,Against,1,,9,409192893_3480004751001,Mon 26 November 2007 06:00 PM,iraq_war,scottrj50
90477951,FALSE,3,7/27/2011 7:13,Not Sure,0.635,,10,409192893_3480004751001,Mon 26 November 2007 06:10 PM,iraq_war,alcyone
90477952,FALSE,3,7/27/2011 7:04,Not Sure,0.6312,,11,409192893_3480004751001,Tue 27 November 2007 01:22 AM,iraq_war,swremwin
90477953,FALSE,3,7/27/2011 6:24,Not Sure,0.6473,,12,409192893_3480004751001,Tue 27 November 2007 01:38 AM,iraq_war,Absolut_Nick_USN76
90477954,FALSE,3,7/27/2011 8:01,For,1,,13,409192893_3480004751001,Tue 27 November 2007 04:24 AM,iraq_war,THANKUVETS
90477956,FALSE,3,7/27/2011 8:06,Against,0.6328,,14,409192893_3480004751001,Tue 27 November 2007 04:36 AM,iraq_war,PinkBlossoms
90477957,FALSE,3,7/27/2011 6:50,Against,1,,15,409192893_3480004751001,Tue 27 November 2007 04:50 AM,iraq_war,skinman13
90477958,FALSE,3,7/27/2011 7:30,For,0.6276,,16,409192893_3480004751001,Tue 27 November 2007 05:01 AM,iraq_war,PinkBlossoms
90477959,FALSE,3,7/27/2011 4:34,For,0.6771,,17,409192893_3480004751001,Tue 27 November 2007 05:08 AM,iraq_war,Absolut_Nick_USN76
90477960,FALSE,3,7/27/2011 6:40,For,1,,18,409192893_3480004751001,Tue 27 November 2007 05:15 AM,iraq_war,skinman13
90477961,FALSE,3,7/27/2011 2:54,Against,0.6691,,19,409192893_3480004751001,Tue 27 November 2007 05:16 AM,iraq_war,SeaWitch1220
90477962,FALSE,4,7/27/2011 0:15,Not Sure,0.7615,,20,409192893_3480004751001,Tue 27 November 2007 05:18 AM,iraq_war,PinkBlossoms
90477963,FALSE,3,7/27/2011 6:31,For,1,,21,409192893_3480004751001,Tue 27 November 2007 05:49 AM,iraq_war,Absolut_Nick_USN76
90477964,FALSE,3,7/27/2011 3:59,For,0.3667,,22,409192893_3480004751001,Tue 27 November 2007 06:11 AM,iraq_war,4403771
90477965,FALSE,3,7/27/2011 7:17,Against,0.698,,23,409192893_3480004751001,Tue 27 November 2007 06:21 AM,iraq_war,SeaWitch1220
90477966,FALSE,3,7/27/2011 7:29,For,0.3659,,24,409192893_3480004751001,Tue 27 November 2007 06:29 AM,iraq_war,4403771
90477967,FALSE,3,7/27/2011 1:55,Against,1,,25,409192893_3480004751001,Tue 27 November 2007 06:45 AM,iraq_war,foxred03
90477968,FALSE,3,7/27/2011 5:42,Against,0.6926,,26,409192893_3480004751001,Tue 27 November 2007 06:50 AM,iraq_war,THANKUVETS
90477969,FALSE,3,7/27/2011 8:51,For,0.6624,,27,409192893_3480004751001,Tue 27 November 2007 07:06 AM,iraq_war,Absolut_Nick_USN76
90477970,FALSE,3,7/27/2011 6:40,For,1,,28,409192893_3480004751001,Tue 27 November 2007 07:10 AM,iraq_war,4403771
90477971,FALSE,4,7/27/2011 7:17,Against,0.7381,,29,409192893_3480004751001,Tue 27 November 2007 08:46 AM,iraq_war,PinkBlossoms
90477972,FALSE,4,7/27/2011 9:01,For,0.5083,,30,409192893_3480004751001,Tue 27 November 2007 09:52 AM,iraq_war,JBL266
90477973,FALSE,3,7/27/2011 4:37,For,1,,31,409192893_3480004751001,Tue 27 November 2007 10:04 AM,iraq_war,MilitaryFanSupporter
90477974,FALSE,3,7/27/2011 2:21,Not Sure,1,,32,409192893_3480004751001,Tue 27 November 2007 10:36 AM,iraq_war,joshuacarnes
90477975,FALSE,3,7/27/2011 5:50,For,0.7174,,33,409192893_3480004751001,Tue 27 November 2007 11:02 AM,iraq_war,THANKUVETS
90477976,FALSE,3,7/27/2011 5:39,Not Sure,0.6738,,34,409192893_3480004751001,Tue 27 November 2007 11:12 AM,iraq_war,PinkBlossoms
90477977,FALSE,4,7/27/2011 7:07,For,0.764,,35,409192893_3480004751001,Tue 27 November 2007 01:11 PM,iraq_war,GlassOnion
90477978,FALSE,4,7/27/2011 5:40,Not Sure,0.5408,,36,409192893_3480004751001,Tue 27 November 2007 01:22 PM,iraq_war,foxred03
90477979,FALSE,4,7/27/2011 4:26,For,0.7559,,37,409192893_3480004751001,Tue 27 November 2007 02:02 PM,iraq_war,4403771
90477980,FALSE,3,7/27/2011 3:52,Not Sure,0.65,,38,409192893_3480004751001,Tue 27 November 2007 06:25 PM,iraq_war,JBL266
90477981,FALSE,3,7/27/2011 0:20,Not Sure,0.3646,,39,409192893_3480004751001,Tue 27 November 2007 06:59 PM,iraq_war,scottrj50
90477982,FALSE,3,7/27/2011 5:53,For,1,,40,409192893_3480004751001,Tue 27 November 2007 08:41 PM,iraq_war,skinman13
90477983,FALSE,3,7/27/2011 6:24,For,0.6417,,41,409192893_3480004751001,Wed 28 November 2007 03:57 AM,iraq_war,Hawk166
90477984,FALSE,3,7/27/2011 7:14,For,0.6727,,42,409192893_3480004751001,Wed 28 November 2007 05:33 AM,iraq_war,THANKUVETS
90477985,FALSE,3,7/27/2011 6:50,For,1,,43,409192893_3480004751001,Wed 28 November 2007 06:14 AM,iraq_war,PinkBlossoms
90477986,FALSE,3,7/27/2011 6:33,Against,0.6943,,44,409192893_3480004751001,Wed 28 November 2007 06:19 AM,iraq_war,SeaWitch1220
90477987,FALSE,3,7/27/2011 8:39,Not Sure,1,,45,409192893_3480004751001,Wed 28 November 2007 06:24 AM,iraq_war,Absolut_Nick_USN76
90477988,FALSE,3,7/27/2011 5:37,For,1,,46,409192893_3480004751001,Wed 28 November 2007 06:30 AM,iraq_war,THANKUVETS
90477989,FALSE,3,7/27/2011 5:39,For,0.6706,,47,409192893_3480004751001,Wed 28 November 2007 06:31 AM,iraq_war,4403771
90477990,FALSE,3,7/27/2011 5:39,Against,1,,48,409192893_3480004751001,Wed 28 November 2007 06:40 AM,iraq_war,foxred03
90477991,FALSE,3,7/27/2011 7:03,For,1,,49,409192893_3480004751001,Wed 28 November 2007 06:58 AM,iraq_war,THANKUVETS
90477992,FALSE,3,7/27/2011 7:26,For,0.6078,,50,409192893_3480004751001,Wed 28 November 2007 07:12 AM,iraq_war,foxred03
90477993,FALSE,3,7/27/2011 7:54,For,1,,51,409192893_3480004751001,Wed 28 November 2007 07:12 AM,iraq_war,carbs11
90477994,FALSE,3,7/27/2011 2:52,Against,1,,52,409192893_3480004751001,Wed 28 November 2007 07:18 AM,iraq_war,foxred03
90477995,FALSE,3,7/27/2011 8:10,For,1,,53,409192893_3480004751001,Wed 28 November 2007 07:37 AM,iraq_war,carbs11
90477996,FALSE,4,7/27/2011 6:49,Not Sure,0.7725,,54,409192893_3480004751001,Wed 28 November 2007 07:56 AM,iraq_war,THANKUVETS
90477997,FALSE,3,7/27/2011 1:29,Not Sure,1,,55,409192893_3480004751001,Wed 28 November 2007 08:20 AM,iraq_war,foxred03
90477998,FALSE,3,7/27/2011 5:37,Not Sure,0.6157,,56,409192893_3480004751001,Wed 28 November 2007 08:31 AM,iraq_war,THANKUVETS
90477999,FALSE,4,7/27/2011 7:05,Not Sure,1,,Post ID,Thread ID,Time,Topic,User ID
90478000,FALSE,3,7/27/2011 8:09,Not Sure,0.6579,,1,409192893_4330020922001,Tue 21 July 2009 10:18 AM,iraq_war,xerello
90478001,FALSE,3,7/27/2011 1:48,Not Sure,0.7188,,2,409192893_4330020922001,Tue 21 July 2009 10:45 AM,iraq_war,dragonflyer04
90478002,FALSE,3,7/27/2011 5:27,Against,1,,3,409192893_4330020922001,Tue 21 July 2009 11:14 AM,iraq_war,john2x
90478003,FALSE,3,7/27/2011 6:55,Against,1,,4,409192893_4330020922001,Tue 21 July 2009 11:15 AM,iraq_war,L0A1
90478004,FALSE,3,7/27/2011 7:41,Against,0.6481,,5,409192893_4330020922001,Tue 21 July 2009 11:30 AM,iraq_war,xerello
90478005,FALSE,3,7/27/2011 7:46,Against,0.6547,,6,409192893_4330020922001,Tue 21 July 2009 12:00 PM,iraq_war,21194237
90478006,FALSE,3,7/27/2011 4:37,For,0.6319,,7,409192893_4330020922001,Tue 21 July 2009 02:53 PM,iraq_war,sgtjrwhite
90478007,FALSE,3,7/27/2011 5:38,Against,0.6215,,8,409192893_4330020922001,Tue 21 July 2009 03:38 PM,iraq_war,xerello
90478008,FALSE,3,7/27/2011 8:11,Not Sure,0.6909,,9,409192893_4330020922001,Wed 22 July 2009 01:50 PM,iraq_war,sgtjrwhite
90478009,FALSE,3,7/27/2011 8:44,Not Sure,0.6411,,10,409192893_4330020922001,Wed 22 July 2009 02:04 PM,iraq_war,Yooper_tj
90478010,FALSE,3,7/27/2011 7:51,Against,1,,11,409192893_4330020922001,Wed 22 July 2009 02:06 PM,iraq_war,Yooper_tj
90478011,FALSE,3,7/27/2011 3:52,For,0.6566,,12,409192893_4330020922001,Wed 22 July 2009 04:44 PM,iraq_war,xerello
90478012,FALSE,3,7/27/2011 8:44,For,0.6855,,13,409192893_4330020922001,Wed 22 July 2009 05:17 PM,iraq_war,RRR52
90478013,FALSE,3,7/27/2011 8:52,Against,0.6377,,14,409192893_4330020922001,Wed 22 July 2009 07:28 PM,iraq_war,billbright
90478014,FALSE,3,7/27/2011 8:48,Not Sure,0.6571,,15,409192893_4330020922001,Wed 22 July 2009 07:43 PM,iraq_war,Yooper_tj
90478015,FALSE,3,7/27/2011 5:50,For,0.7191,,16,409192893_4330020922001,Wed 22 July 2009 07:59 PM,iraq_war,LineDoggie
90478016,FALSE,3,7/27/2011 4:25,Against,0.6865,,17,409192893_4330020922001,Thu 23 July 2009 08:20 AM,iraq_war,xerello
90478017,FALSE,3,7/27/2011 6:27,Against,0.6702,,18,409192893_4330020922001,Thu 23 July 2009 08:28 AM,iraq_war,dragonflyer04
90478018,FALSE,3,7/27/2011 7:54,Against,1,,19,409192893_4330020922001,Thu 23 July 2009 10:26 AM,iraq_war,john2x
90478019,FALSE,3,7/27/2011 8:04,Against,1,,20,409192893_4330020922001,Thu 23 July 2009 10:29 AM,iraq_war,Persy
90478020,FALSE,3,7/27/2011 6:39,Not Sure,1,,21,409192893_4330020922001,Thu 23 July 2009 10:38 AM,iraq_war,Persy
90478021,FALSE,3,7/27/2011 2:21,For,0.3424,,22,409192893_4330020922001,Sat 25 July 2009 01:00 PM,iraq_war,goarmy06
90478022,FALSE,3,7/27/2011 6:33,Against,1,,23,409192893_4330020922001,Sun 26 July 2009 12:46 PM,iraq_war,xerello
90478023,FALSE,4,7/27/2011 6:17,Against,0.7155,,24,409192893_4330020922001,Wed 18 November 2009 09:23 AM,iraq_war,xerello
90478024,FALSE,3,7/27/2011 8:11,Against,1,,25,409192893_4330020922001,Wed 18 November 2009 10:52 AM,iraq_war,IHAWKER
90478025,FALSE,3,7/27/2011 7:05,Against,0.6736,,26,409192893_4330020922001,Wed 18 November 2009 04:31 PM,iraq_war,ProgMod
90478026,FALSE,3,7/27/2011 8:52,Against,0.6793,,27,409192893_4330020922001,Wed 18 November 2009 07:38 PM,iraq_war,MilitaryFanSupporter
90478027,FALSE,3,7/27/2011 8:46,Against,0.6643,,28,409192893_4330020922001,Wed 18 November 2009 07:51 PM,iraq_war,Vicdude
90478028,FALSE,3,7/27/2011 7:53,Against,1,,29,409192893_4330020922001,Wed 18 November 2009 09:53 PM,iraq_war,IHAWKER
90478029,FALSE,3,7/27/2011 7:34,Against,1,,30,409192893_4330020922001,Wed 18 November 2009 11:56 PM,iraq_war,ProgMod
90478030,FALSE,3,7/27/2011 6:39,Against,1,,31,409192893_4330020922001,Thu 19 November 2009 12:25 PM,iraq_war,xerello
90478031,FALSE,3,7/27/2011 7:51,Against,0.713,,32,409192893_4330020922001,Thu 19 November 2009 01:01 PM,iraq_war,john2x
90478032,FALSE,3,7/27/2011 7:27,Against,0.6981,,33,409192893_4330020922001,Thu 19 November 2009 01:08 PM,iraq_war,john2x
90478033,FALSE,3,7/27/2011 8:51,For,1,,34,409192893_4330020922001,Sat 21 November 2009 06:39 AM,iraq_war,billford1
90478034,FALSE,3,7/27/2011 7:00,Not Sure,0.6306,,35,409192893_4330020922001,Sat 21 November 2009 06:53 AM,iraq_war,Duster6
90478035,FALSE,3,7/27/2011 8:49,Against,0.6626,,36,409192893_4330020922001,Sat 21 November 2009 09:12 AM,iraq_war,john2x
90478036,FALSE,3,7/27/2011 6:03,Against,1,,37,409192893_4330020922001,Sat 21 November 2009 12:33 PM,iraq_war,goarmy06
90478037,FALSE,3,7/27/2011 7:29,Against,0.7243,,38,409192893_4330020922001,Sat 21 November 2009 01:39 PM,iraq_war,Duster6
90478038,FALSE,3,7/27/2011 2:14,Against,1,,39,409192893_4330020922001,Sat 21 November 2009 01:54 PM,iraq_war,ProgMod
90478039,FALSE,3,7/27/2011 6:21,For,0.394,,40,409192893_4330020922001,Sat 21 November 2009 02:04 PM,iraq_war,MilitaryFanSupporter
90478040,FALSE,3,7/27/2011 6:08,Against,0.6607,,41,409192893_4330020922001,Sat 21 November 2009 02:09 PM,iraq_war,goarmy06
